975,0,0,0,0,0,4,1,0,0
0,1130,1,0,0,1,2,0,1,0
0,1,1027,0,1,0,0,2,1,0
0,0,0,1003,0,3,0,1,3,0
0,0,2,0,974,0,2,0,0,4
1,0,0,6,0,883,2,0,0,0
4,2,0,0,2,1,948,0,1,0
1,3,6,0,0,0,0,1013,1,4
1,0,3,2,0,0,1,1,964,2
0,0,0,1,3,3,1,4,2,995
